1, 7259.000000
2, 7259.000000
3, 7259.000000
4, 7259.000000
5, 7259.000000
6, 7259.000000
7, 7260.000000
8, 7255.000000
9, 7252.000000
10, 7256.000000
11, 7258.000000
12, 7442.000000
13, 7455.000000
14, 8244.000000
15, 8858.000000
16, 9820.000000
17, 9776.000000
18, 9763.000000
19, 9734.000000
20, 9724.000000
21, 9714.000000
22, 9700.000000
23, 9682.000000
24, 9657.000000
25, 9616.000000
26, 9602.000000
27, 9600.000000
28, 9583.000000
29, 9585.000000
30, 9539.000000
31, 9505.000000
32, 9478.000000
33, 9474.000000
34, 9468.000000
35, 9457.000000
36, 9428.000000
37, 9405.000000
38, 9432.000000
39, 9425.000000
40, 9382.000000
41, 9457.000000
42, 9479.000000
43, 9444.000000
44, 9434.000000
45, 9452.000000
46, 9438.000000
47, 9403.000000
48, 9423.000000
49, 9408.000000
50, 9396.000000
51, 9399.000000
52, 9393.000000
53, 9389.000000
54, 9384.000000
55, 9388.000000
56, 7469.000000
57, 7274.000000
58, 5493.000000
