1, 717.000000
2, 717.000000
3, 717.000000
4, 717.000000
5, 717.000000
6, 717.000000
7, 717.000000
8, 717.000000
9, 717.000000
10, 717.000000
11, 717.000000
12, 735.000000
13, 737.000000
14, 767.000000
15, 714.000000
16, 629.000000
17, 618.000000
18, 607.000000
19, 598.000000
20, 579.000000
21, 571.000000
22, 564.000000
23, 552.000000
24, 550.000000
25, 547.000000
26, 544.000000
27, 545.000000
28, 541.000000
29, 539.000000
30, 539.000000
31, 539.000000
32, 541.000000
33, 538.000000
34, 538.000000
35, 537.000000
36, 538.000000
37, 539.000000
38, 537.000000
39, 537.000000
40, 538.000000
41, 534.000000
42, 533.000000
43, 535.000000
44, 535.000000
45, 531.000000
46, 531.000000
47, 530.000000
48, 527.000000
49, 528.000000
50, 527.000000
51, 522.000000
52, 520.000000
53, 515.000000
54, 511.000000
55, 505.000000
56, 554.000000
57, 539.000000
58, 407.000000
