1, 34.000000
2, 34.000000
3, 34.000000
4, 34.000000
5, 34.000000
6, 34.000000
7, 34.000000
8, 34.000000
9, 34.000000
10, 34.000000
11, 34.000000
12, 34.000000
13, 34.000000
14, 34.000000
15, 34.000000
16, 35.000000
17, 36.000000
18, 37.000000
19, 38.000000
20, 40.000000
21, 41.000000
22, 42.000000
23, 44.000000
24, 45.000000
25, 46.000000
26, 47.000000
27, 47.000000
28, 48.000000
29, 49.000000
30, 50.000000
31, 51.000000
32, 51.000000
33, 52.000000
34, 53.000000
35, 54.000000
36, 54.000000
37, 55.000000
38, 55.000000
39, 56.000000
40, 57.000000
41, 57.000000
42, 58.000000
43, 58.000000
44, 59.000000
45, 60.000000
46, 61.000000
47, 63.000000
48, 64.000000
49, 64.000000
50, 65.000000
51, 66.000000
52, 67.000000
53, 68.000000
54, 69.000000
55, 70.000000
56, 70.000000
57, 70.000000
58, 70.000000
