1, 7873.000000
2, 7842.000000
3, 7887.000000
4, 8298.000000
5, 8706.000000
6, 8801.000000
7, 9008.000000
8, 9179.000000
9, 9339.000000
10, 9535.000000
11, 9731.000000
12, 9927.000000
13, 10106.000000
14, 10233.000000
15, 10420.000000
16, 10607.000000
17, 10724.000000
18, 10917.000000
19, 11110.000000
20, 11291.000000
21, 11477.000000
22, 11600.000000
23, 11800.000000
24, 11967.000000
25, 12095.000000
26, 12195.000000
27, 12296.000000
